Area,Year,Month,Time,Crime Type,Latitude,Longitude
JARAGANAHALLI BUS STAND,2023,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9047,77.5733
JAYAMAHAL,2022,2,,BURGLARY - NIGHT,12.9986,77.6013
JAYAMAHAL,2022,9,,THEFT,13.0017,77.5948
JAYANAGAR,2020,4,,MISSING PERSON,12.9235,77.5869
JAYANAGAR,2016,11,,MURDER,12.9304,77.5498
JAYANAGAR,2018,5,,THEFT,12.9299,77.5844
JAYANAGAR,2020,10,,THEFT,12.9244,77.5836
JAYANAGAR,2019,10,,BURGLARY - NIGHT,12.9315,77.5816
JAYANAGAR,2023,10,,CASES OF HURT,12.9291,77.5803
JAYANAGAR,2019,8,,POCSO,12.9255,77.5868
JAYANAGAR,2021,2,,THEFT,12.9296,77.5817
JAYANAGAR NINTH BLOCK,2023,12,,THEFT,12.9181,77.5906
JAYANAGARA,2019,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9264,77.5811
JAYANAGARA,2024,1,,CRIMES RELATED TO WOMEN,12.9296,77.5516
JAYANAGARA FOURTH T BLOCK,2024,1,,FORGERY,12.9174,77.5495
JAYANAGARA NINTH BLOCK,2023,11,,CYBER CRIME,12.92,77.5917
JAYANTHI GRAMA,2023,12,,DEATHS DUE TO RASHNESS/NEGLIGENCE,13.0352,77.6844
JAYANTHI GRAMA,2023,8,,Karnataka State Local Act,13.0041,77.6662
JAYANTHI NAGAR,2023,12,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9569,77.7
JAYANTHI NAGAR,2023,8,,CRIMES RELATED TO WOMEN,13.0181,77.6654
JAYARAM COLONY,2022,12,,THEFT,13.0224,77.5622
JAYARAM COLONY,2022,11,,THEFT,13.0383,77.5543
JAYARAM COLONY,2023,11,,MISSING PERSON,13.0212,77.5658
JB Nagar Bustop to SD Road,2018,3,,CRUELTY BY HUSBAND,12.9617,77.6437
JB Nagar Bustop to SD Road,2018,9,,CASES OF HURT,12.9689,77.648
JB Nagar Bustop to SD Road,2017,3,,BURGLARY - NIGHT,12.9666,77.6436
JC NAGAR MAIN ROAD,2017,3,,DOWRY DEATHS,13.0072,77.6003
JC NAGAR MAIN ROAD,2016,6,,CASES OF HURT,13.0081,77.5926
JC NAGAR MAIN ROAD,2017,5,,CRIMES RELATED TO WOMEN,13.0067,77.6021
JC NAGAR MAIN ROAD,2023,11,,CASES OF HURT,13.008,77.5939
JC Nagar,2023,11,,CHEATING,12.9884,77.5374
JEEVANA HALLI,2024,1,,CYBER CRIME,12.9994,77.6269
JIGALA,2022,6,,MISSING PERSON,12.7893,77.751
JIGALA,2020,8,,THEFT,12.7896,77.7424
JIGALA,2020,11,,BURGLARY - DAY,12.8131,77.7519
JIGALA,2019,11,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7863,77.7435
JIGALA,2021,8,,POCSO,12.7829,77.7618
JIGALA,2023,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7755,77.7488
JIGALA,2021,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7667,77.7527
JIGALA,2020,7,,THEFT,12.785,77.7522
JIGANI,2023,2,,CRUELTY BY HUSBAND,12.7831,77.6605
JIGANI,2023,11,,CRIMINAL INTIMIDATION,12.7888,77.6587
JIGANI,2022,1,,ARMS ACT  1959,12.7861,77.6405
JIGANI,2021,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7878,77.6493
JIGANI,2023,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7642,77.6414
JIGANI,2022,3,,ARMS ACT  1959,12.7872,77.6668
JIGANI,2019,4,,MISSING PERSON,12.7882,77.6334
JIGANI,2024,1,,MISSING PERSON,12.7941,77.651
JIGANI,2021,3,,THEFT,12.7823,77.6383
JIGANI,2019,8,,INDIAN MOTOR VEHICLE,12.7747,77.6432
JIGANI,2023,2,,MOLESTATION,12.7811,77.6379
JLN ROAD,2023,8,,MOTOR VEHICLE ACCIDENTS FATAL,12.9131,77.5217
JNANAGANGANAGARA,2022,11,,MISSING PERSON,12.9461,77.49
JNANAGANGANAGARA,2023,6,,MISSING PERSON,12.9369,77.4912
JNANAGANGANAGARA,2022,4,,KIDNAPPING AND ABDUCTION,12.9392,77.4927
JONNAHALLI,2019,5,,NEGLIGENT ACT,13.1846,77.7623
JUNNASANDRA,2019,10,,THEFT,12.9095,77.7031
JUNNASANDRA,2024,3,,CHEATING,12.9257,77.7003
JUNNASANDRA,2023,12,,CASES OF HURT,12.9157,77.6716
JUNNASANDRA,2024,2,,CYBER CRIME,12.9085,77.6962
JUNNASANDRA,2022,7,,KIDNAPPING AND ABDUCTION,12.9063,77.6985
JYOTHIPURA SLUM,2023,12,,KARNATAKA POLICE ACT 1963,13.0092,77.6659
Jakkuru Jakkur layout,2022,5,,THEFT,13.0704,77.5994
Jattigarapalya,2024,3,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.8456,77.5299
Jayanagar,2017,,,2 wheeler theft,12.954202,77.561669
Jayanagar,2017,,,2 wheeler theft,12.945416,77.55442
Jayanagar,2017,,,2 wheeler theft,12.95934993,77.56939864
Jayanagar,2018,,,2 wheeler theft,12.941623,77.558911
Jayanagar,2017,,,2 wheeler theft,12.91249413,77.57240566
Jayanagar,2017,,,2 wheeler theft,12.95003587,77.57449356
Jayanagar,2017,,,2 wheeler theft,12.940001,77.54371
Jayanagar,2019,,,2 wheeler theft,12.95882913,77.57161241
Jayanagar,2017,,,2 wheeler theft,12.941909,77.565285
Jayanagar,2016,,,2 wheeler theft,12.943946,77.551643
Jayanagar,2018,,,2 wheeler theft,12.96256574,77.57160528
Jayanagar,2018,,,2 wheeler theft,12.89528445,77.56621287
Jayanagar,2018,,,2 wheeler theft,12.91093595,77.56466969
Jayanagar,2018,,,2 wheeler theft,12.91436911,77.57331064
Jayanagar,2017,,,2 wheeler theft,12.95166685,77.57461643
Jayanagar,2018,,,2 wheeler theft,12.933616,77.533395
Jogupalya,2019,2,,CASES OF HURT,12.9763,77.6281
Jogupalya,2019,7,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9721,77.6317
Jogupalya,2016,8,,THEFT,12.9706,77.6335
K B SANDRA,2022,4,,ROBBERY,13.0265,77.6143
K B SANDRA,2020,8,,DACOITY,13.0198,77.6077
K B SANDRA,2018,11,,THEFT,13.0198,77.6077
K B SANDRA,2023,12,,CRUELTY BY HUSBAND,13.0253,77.6096
K B SANDRA,2021,2,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0198,77.6127
K B SANDRA,2024,1,,CASES OF HURT,13.0383,77.6133
K B SANDRA,2021,8,,MISSING PERSON,13.0198,77.6077
K B SANDRA,2020,1,,THEFT,13.0192,77.6058
K B SANDRA,2021,8,,DACOITY,13.0289,77.6107
K G Nagar,2015,,,Ordinary Theft,12.9110418,77.5776376
K G Nagar,2016,,,Ordinary Theft,12.9070951,77.5783314
K G Nagar,2017,,,2 wheeler theft,12.92714869,77.54540158
K G Nagar,2018,,,Ordinary Theft,12.939843,77.573198
K S Layout,2017,,,4 Wheeler Theft,12.883242,77.575999
K S Layout,2015,,,Ordinary Theft,12.927082,77.588137
K S Layout,2016,,,Ordinary Theft,12.94742039,77.57992022
K S Layout,2017,,,Ordinary Theft,12.936943,77.571151
K S Layout,,,,4 Wheeler Theft,12.938298,77.544986
K S Layout,2015,,,2 wheeler theft,12.92351,77.543624
K S Layout,2016,,,4 Wheeler Theft,12.8971425,77.5818036
K S Layout,2016,,,Ordinary Theft,12.923975,77.579868
K S Layout,2017,,,Ordinary Theft,12.92239,77.580757
K S Layout,2016,,,2 wheeler theft,12.92224021,77.55933137
K S Layout,2015,,,Ordinary Theft,12.936652,77.576437
K S Layout,2016,,,Ordinary Theft,12.91945,77.58582
K S Layout,2019,,,2 wheeler theft,12.926369,77.55818
K S Layout,2016,,,4 Wheeler Theft,12.865651,77.539388
K S Layout,2015,,,4 Wheeler Theft,12.92945278,77.57361111
K S Layout,2018,,,4 Wheeler Theft,12.91082185,77.56824521
K.G CIRCLE,2022,2,,CHEATING,12.9797,77.5752
K.G. ROAD,2023,3,,ROBBERY,12.9756,77.5817
K.G. ROAD,2018,9,,THEFT,12.9759,77.5774
K.G.HALLI TRAFFIC PS LIMITS,2017,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0284,77.6283
K.G.Halli Traffic Police Station,2023,12,,PUBLIC SAFETY,13.0354,77.6228
K.G.Halli Traffic Police Station,2023,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.035,77.6243
K.G.Halli Traffic Police Station,2022,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0059,77.6118
K.G.ROAD N.T ROAD,2022,5,,CRIMINAL BREACH OF TRUST,12.9688,77.5875
K.G.ROAD N.T ROAD,2022,4,,Disobedience to Order Promulgated by PublicServan,12.9728,77.5812
K.G.ROAD N.T ROAD,2021,11,,CASES OF HURT,12.9687,77.5876
K.G.ROAD N.T ROAD,2022,9,,CHEATING,12.9737,77.583
K.G.ROAD N.T ROAD,2020,11,,CHEATING,12.9689,77.5875
K.G.ROAD N.T ROAD,2021,12,,CHEATING,12.9715,77.5837
K.G.ROAD N.T ROAD,2023,4,,CHEATING,12.9687,77.5876
K.G.ROAD N.T ROAD,2016,3,,CHEATING,12.9728,77.5836
K.G.ROAD N.T ROAD,2022,7,,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,12.9688,77.5875
K.H.B Colony,2022,7,,THEFT,13.0847,77.5978
K.Narayanapura,2021,11,,CASES OF HURT,13.0552,77.6468
K.R ROAD,2017,4,,THEFT,12.9454,77.5713
K.R ROAD,2019,7,,MISSING PERSON,12.9474,77.5682
K.R ROAD,2017,9,,CHEATING,12.9475,77.5678
K.R ROAD,2017,6,,MISSING PERSON,12.9406,77.6029
K.R ROAD,2021,7,,CHEATING,12.947,77.5689
K.R.PURA,2017,1,,MISSING PERSON,13.0204,77.7025
K.R.PURA,2017,2,,MISSING PERSON,13.0043,77.7112
K.R.PURA,2017,7,,CRIMES RELATED TO WOMEN,13.0224,77.6968
K.R.PURA,2017,11,,THEFT,13.0084,77.6951
K.R.PURA,2018,4,,KIDNAPPING AND ABDUCTION,13.0177,77.702
K.R.PURA,2018,2,,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),13.0169,77.718
K.R.Road,2021,11,,CHEATING,12.9293,77.5682
K.R.Road,2022,5,,MOTOR VEHICLE ACCIDENTS FATAL,12.9488,77.5738
K.R.Road,2022,4,,CHEATING,12.9348,77.5876
K.R.Road,2023,11,,THEFT,12.9237,77.575
K.S.Layout First Stage,2023,12,,CYBER CRIME,12.9064,77.5629
K.S.Layout First Stage,2022,3,,THEFT,12.9087,77.5594
K.S.Layout Second stage,2022,6,,THEFT,12.9078,77.5587
KACHAMANAHALLI MULLURU CIHICKBALANDURU,2020,1,,CYBER CRIME,12.9032,77.7068
KACHAMANAHALLI MULLURU CIHICKBALANDURU,2020,11,,MISSING PERSON,12.9114,77.7059
KACHAMANAHALLI MULLURU CIHICKBALANDURU,2017,4,,BURGLARY - DAY,12.904,77.7241
KADABAGERE,2019,8,,MISSING PERSON,12.9967,77.4553
KADABAGERE,2020,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0788,77.4347
KADABAGERE,2020,2,,THEFT,13.1127,77.4652
KADABAGERE,2022,7,,THEFT,13.0125,77.4613
KADABAGERE,2022,7,,MISSING PERSON,13.0083,77.4156
KADABAGERE,2019,9,,SUICIDE,12.9976,77.4501
KADABAGERE,2020,4,,BURGLARY - NIGHT,12.9915,77.4657
KADABAGERE,2022,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9915,77.4633
KADABAGERE,2019,5,,KARNATAKA POLICE ACT 1963,12.9938,77.445
KADABAGERE,2022,4,,BURGLARY - NIGHT,13.0225,77.455
KADABAGERE,2020,12,,BURGLARY - NIGHT,12.9971,77.4327
KADABAGERE,2021,12,,MISSING PERSON,12.9941,77.4362
KADABAGERE,2023,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.983,77.439
KADABAGERE,2024,2,,MISSING PERSON,13.0066,77.4516
KADUGODI,2024,1,,CYBER CRIME,12.9901,77.7626
KADUGODI,2023,12,,KIDNAPPING AND ABDUCTION,13.0048,77.7547
KADUGODI HOSKOTE MAIN ROAD,2023,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0016,77.7569
KADUGODI HOSKOTE MAIN ROAD,2024,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.035,77.7547
KAGGADASAPURA,2023,7,,CYBER CRIME,12.9915,77.657
KALASIPALYA BUS STAND,2024,3,,MISSING PERSON,12.9604,77.5808
KALASIPALYA BUS STAND,2018,7,,MISSING PERSON,12.955,77.5832
KALASIPALYA BUS STAND,2018,9,,CHEATING,12.955,77.5832
KALASIPALYA BUS STAND,2023,11,,CYBER CRIME,12.9589,77.5776
KALASIPALYA BUS STAND,2016,8,,THEFT,12.9604,77.5774
KALASIPALYA BUS STAND,2023,9,,THEFT,12.9568,77.5776
KALIDASA LAYOUT,2018,6,,THEFT,12.9353,77.5632
KALIDASA LAYOUT,2023,11,,CASES OF HURT,12.9361,77.5614
KALIDASA NAGARA,2023,7,,THEFT,12.9319,77.5405
KALSIPALYA,2016,7,,PUBLIC SAFETY,12.9159,77.6382
KALSIPALYA,2016,8,,PUBLIC SAFETY,12.9655,77.5782
KALSIPALYA,2016,3,,PUBLIC SAFETY,12.9697,77.577
KALYANA NAGAR,2017,4,,BURGLARY - NIGHT,13.0446,77.5088
KAMAKSHIPALYA,2020,1,,MISSING PERSON,12.9896,77.5248
KAMAKSHIPALYA,2022,3,,CASES OF HURT,12.9852,77.524
KAMAKSHIPALYA,2023,4,,MISSING PERSON,12.9985,77.4972
KAMAKSHIPALYA,2023,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9844,77.528
KAMAKSHIPALYA,2023,10,,CYBER CRIME,12.9907,77.5231
KAMAKSHIPALYA MAIN ROAD,2022,4,,KIDNAPPING AND ABDUCTION,12.9811,77.5265
KAMAKSHIPALYA MAIN ROAD,2022,10,,CASES OF HURT,12.9848,77.5239
KAMAKSHIPALYA MAIN ROAD,2023,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9805,77.5237
KAMAKSHIPALYA MAIN ROAD,2023,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9803,77.523
KAMAKYA LAYOUT,2019,4,,THEFT,12.9209,77.5514
KAMMAGONDANAHALLI,2024,1,,THEFT,13.0551,77.525
KAMMASANDRA,2020,7,,CASES OF HURT,12.8343,77.6719
KAMMASANDRA,2020,12,,BURGLARY - DAY,12.8378,77.6951
KAMMASANDRA,2019,2,,THEFT,12.827,77.6781
KAMMASANDRA,2023,8,,CYBER CRIME,12.8271,77.6929
KAMMASANDRA,2023,5,,KARNATAKA POLICE ACT 1963,12.8288,77.6926
KAMMASANDRA,2023,9,,MISSING PERSON,13.1353,77.7752
KAMMASANDRA,2020,9,,KIDNAPPING AND ABDUCTION,12.8391,77.6884
KANAKA NAGAR,2024,1,,CRIMES RELATED TO WOMEN,13.0116,77.6133
KANAKA NAGAR,2022,3,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0375,77.6093
KANAKA NAGAR,2018,10,,BURGLARY - NIGHT,13.0357,77.6094
KANAKAPURA MAIN ROAD,2023,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9438,77.5737
KANAKAPURA MAIN ROAD,2022,2,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9216,77.5709
KANNAMANGALA,2024,2,,CRIMINAL TRESPASS,13.0147,77.7658
KANNAMANGALA,2024,1,,THEFT,13.0353,77.7548
KANNAMANGALA,2022,3,,BURGLARY - NIGHT,13.0117,77.7607
KANNUR VILLAGE,2018,7,,CASES OF HURT,13.0926,77.6535
KANNUR VILLAGE,2019,2,,KIDNAPPING AND ABDUCTION,13.1005,77.6427
KANNUR VILLAGE,2023,11,,CYBER CRIME,13.1099,77.6522
KANNUR VILLAGE,2018,4,,ATTEMPT TO MURDER,13.1005,77.6427
KANTEERAVA STUDIO,2017,6,,ROBBERY,13.014,77.5318
KANTEERAVA STUDIO,2018,2,,MISSING PERSON,13.0141,77.5292
KANTEERAVA STUDIO,2021,2,,DEATHS DUE TO RASHNESS/NEGLIGENCE,13.0192,77.537
KANTEERAVA STUDIO,2019,8,,Karnataka State Local Act,13.0179,77.5324
KANTEERAVA STUDIO,2019,3,,THEFT,13.0192,77.537
KANTEERAVA STUDIO,2023,4,,CASES OF HURT,13.0192,77.537
KANTEERAVA STUDIO,2022,10,,DACOITY,13.01,77.5375
KANTEERAVA STUDIO,2019,6,,KIDNAPPING AND ABDUCTION,13.0192,77.537
KANTEERAVA STUDIO,2023,4,,MISSING PERSON,13.019,77.5344
KARANTH JUCNTION,2018,8,,MOTOR VEHICLE ACCIDENTS FATAL,12.9193,77.6216
KASTHURI NAGARA,2023,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0129,77.6502
KASTHURI NAGARA,2020,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0013,77.6604
KASTHURI NAGARA,2020,2,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0117,77.6701
KASTURI NAGAR,2023,9,,CASES OF HURT,13.0071,77.6543
KATHALI PALYA,2020,12,,MISSING PERSON,12.9398,77.6254
KATHALI PALYA,2023,9,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9417,77.6215
KATRIGUPPE,2023,10,,THEFT,12.9331,77.5604
KATRIGUPPE,2019,4,,THEFT,12.928,77.5514
KATTALEPALYA,2022,2,,KARNATAKA POLICE ACT 1963,13.2019,77.4542
KAVERI NAGAR,2020,6,,THEFT,13.0323,77.6088
KAVERI NAGAR,2022,7,,CASES OF HURT,13.0319,77.6109
KAVERI NAGAR,2017,6,,CHEATING,13.0199,77.6078
KAVERIYAPPA LAYOUT VASANTH NAGAR,2021,2,,CHEATING,12.9897,77.5919
KAVERIYAPPA LAYOUT VASANTH NAGAR,2020,11,,CASES OF HURT,12.9888,77.5988
KAVERIYAPPA LAYOUT VASANTH NAGAR,2022,9,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9936,77.5974
KEB OFFICE,2018,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0072,77.6892
KEMPE GOWDA ROAD,2022,7,,PUBLIC SAFETY,12.9692,77.5858
KENDRIYA SADANA,2024,1,,THEFT,12.9238,77.6158
KENDRIYA SADANA,2021,6,,MISSING PERSON,12.9279,77.6106
KENDRIYA SADANA,2022,2,,IMMORAL TRAFFIC,12.9233,77.6169
KENGERI,2016,4,,MISSING PERSON,12.9181,77.4862
KENGERI,2023,12,,Karnataka State Local Act,12.9102,77.5081
KENGERI,2023,2,,SUICIDE,12.9136,77.4883
KENGERI,2016,9,,RIOTS,12.9139,77.5045
KENGUNTE,2018,1,,DEATHS-MISCARRIAGE,12.9636,77.4999
KENGUNTE,2018,10,,ASSAULT,12.9665,77.4968
KENGUNTE,2018,11,,CRUELTY BY HUSBAND,12.9665,77.4968
KENGUNTE,2019,3,,CASES OF HURT,12.9662,77.5022
KG Nagar Main Road,2020,11,,CASES OF HURT,12.9532,77.5585
KG Nagar Main Road,2018,8,,Karnataka State Local Act,12.9509,77.5638
KG Nagar Main Road,2017,12,,THEFT,12.9552,77.5671
KHB COLONY,2020,2,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9345,77.616
KHB COLONY,2023,9,,CYBER CRIME,12.9408,77.622
KHB COLONY,2021,7,,CHEATING,12.9352,77.6158
KILARI ROAD,2023,1,,CHEATING,12.9718,77.58
KILARI ROAD,2023,4,,KARNATAKA POLICE ACT 1963,12.972,77.5776
KIRLOSKAR COLONY,2023,8,,KARNATAKA POLICE ACT 1963,12.9975,77.5501
KIRLOSKAR COLONY,2017,2,,CrPC,12.9919,77.5473
KIRLOSKAR COLONY,2018,6,,CHEATING,12.9977,77.5396
KODANDARAMA PURA,2021,5,,Karnataka State Local Act,13.0014,77.576
KODANDARAMA PURA,2018,5,,CrPC,12.9988,77.5772
KODANDARAMA PURA,2019,5,,DEATHS DUE TO RASHNESS/NEGLIGENCE,13.002,77.576
KODATI SULIKUNTE AMBEDKAR NAGARA,2018,9,,CHEATING,12.8872,77.7157
KODATI SULIKUNTE AMBEDKAR NAGARA,2017,12,,THEFT,12.8889,77.7285
KODATI SULIKUNTE AMBEDKAR NAGARA,2018,4,,Karnataka State Local Act,12.892,77.7189
KODATI SULIKUNTE AMBEDKAR NAGARA,2024,3,,CASES OF HURT,12.8896,77.7332
KODATI SULIKUNTE AMBEDKAR NAGARA,2020,9,,CHEATING,12.8874,77.7164
KODATI SULIKUNTE AMBEDKAR NAGARA,2017,12,,POCSO,12.8958,77.7212
KODEGEHALLY,2020,2,,BURGLARY - NIGHT,12.9989,77.7552
KODEGEHALLY,2024,1,,KIDNAPPING AND ABDUCTION,13.0075,77.7289
KODIGEHALLI,2023,10,,CYBER CRIME,13.0967,77.5962
KODIGEHALLI,2024,1,,CYBER CRIME,13.0538,77.5223
KONANAKUNTE,2022,5,,BURGLARY - NIGHT,12.9102,77.5338
KONANAKUNTE,2017,6,,CHEATING,12.8867,77.5679
KONANAKUNTE VILLAGE,2019,2,,CRIMINAL TRESPASS,12.8848,77.5547
KONANAKUNTE VILLAGE,2020,1,,MISSING PERSON,12.8816,77.5591
KONNASANDRA,2022,7,,MOLESTATION,12.7494,77.6073
KOOLI NAGARA,2018,5,,POCSO,13.0169,77.53
KOOLI NAGARA,2018,9,,MISSING PERSON,13.0158,77.5268
KOOLI NAGARA,2016,4,,CRIMINAL INTIMIDATION,13.0178,77.5302
KOOLI NAGARA,2022,2,,MISSING PERSON,13.0172,77.5459
KOOLI NAGARA,2021,11,,BURGLARY - DAY,13.0202,77.5299
KOOLI NAGARA,2024,2,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0119,77.5283
KOOLI NAGARA,2018,6,,THEFT,13.0199,77.5306
KOPPA GATE,2019,6,,KARNATAKA POLICE ACT 1963,12.7751,77.6221
KOPPA GATE,2023,6,,BURGLARY - NIGHT,12.7714,77.6062
KOPPA GATE,2021,10,,KARNATAKA POLICE ACT 1963,12.7835,77.6098
KOPPA GATE,2023,9,,MISSING PERSON,12.7914,77.618
KORAMANGALA,2024,3,,PUBLIC SAFETY,12.9386,77.62
KORAMANGALA,2023,9,,PUBLIC SAFETY,12.9345,77.6126
KORAMANGALA,2022,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0933,77.562
KORAMANGALA EIGHTH BLOCK,2021,8,,MISSING PERSON,12.9453,77.6191
KORAMANGALA EIGHTH BLOCK,2021,3,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9407,77.6173
KOTHANURA VILLAGE,2023,11,,MISSING PERSON,12.869,77.5701
KOTHANURA VILLAGE,2023,5,,THEFT,12.8741,77.5792
KOTTHANOOR VILLAGE,2018,12,,CASES OF HURT,12.8913,77.5693
KOTTHANOOR VILLAGE,2019,5,,THEFT,12.9132,77.6069
KOTTIGEPALYA,2022,12,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9981,77.5239
KOTTIGEPALYA,2022,6,,THEFT,12.9812,77.5115
KOTTIGEPALYA,2023,1,,CRIMINAL TRESPASS,12.9809,77.5135
KPWD NAL Quarters JB Nagar,2019,7,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9584,77.6498
KPWD NAL Quarters JB Nagar,2018,6,,THEFT,12.9564,77.6418
KPWD NAL Quarters JB Nagar,2019,9,,MISSING PERSON,12.9431,77.6646
KPWD NAL Quarters JB Nagar,2018,8,,CHEATING,12.9564,77.6534
KPWD NAL Quarters JB Nagar,2017,5,,THEFT,12.9681,77.6483
KRISHNA SINGH LANE,2022,8,,THEFT,12.9644,77.5791
KRISHNANANDA NAGARA,2017,10,,THEFT,13.0191,77.54
KRISHNANANDA NAGARA,2024,3,,THEFT,13.0191,77.5412
KRISHNANANDA NAGARA,2023,5,,MOLESTATION,13.0166,77.5357
KRISHNANANDA NAGARA,2020,3,,CRIMINAL INTIMIDATION,13.0191,77.54
KRISHNANANDA NAGARA,2018,4,,CrPC,13.0144,77.5401
KRISHNANDA NAGAR,2019,4,,ATTEMPT TO MURDER,12.975,77.5099
KRISHNANDA NAGAR,2018,4,,BURGLARY - DAY,12.9791,77.511
KSRTC AND BMTC SEVICE ROAD,2023,12,,THEFT,12.9744,77.5748
KSRTC AND BMTC SEVICE ROAD,2021,7,,MISSING PERSON,12.978,77.5724
KUDLU VILLAGE,2021,4,,MISSING PERSON,12.886,77.6758
KUDLU VILLAGE,2023,11,,CYBER CRIME,12.848,77.6475
KUMARA PARK WEST,2023,7,,MOLESTATION,12.9931,77.5796
KUMARA PARK WEST,2022,1,,CRIMINAL BREACH OF TRUST,12.9669,77.5838
KUMBARPET SP ROAD,2020,8,,COPY RIGHT ACT 1957,12.9652,77.5841
KUMBARPET SP ROAD,2020,12,,COPY RIGHT ACT 1957,12.9637,77.5841
KUMBARPET SP ROAD,2019,4,,THEFT,12.9655,77.5816
KUNDALAHALLI COLONY,2024,1,,THEFT,12.9968,77.693
KUNDALAHALLI COLONY,2023,10,,CASES OF HURT,12.9966,77.6929
KUNDALAHALLI GRAPHITE AND ITPL ROAD,2023,9,,MOTOR VEHICLE ACCIDENTS FATAL,12.9525,77.7175
Kadirenahalli,2020,9,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.919,77.5637
Kadirenahalli,2021,6,,MISSING PERSON,12.9289,77.539
Kaikondralli,2023,6,,THEFT,12.9163,77.6747
Kaikondralli,2023,12,,MISSING PERSON,12.9182,77.6857
Kanakapura Road,2020,10,,POCSO,12.9403,77.5785
Kannamangala palya gate,2019,11,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.2199,77.6714
Kannamangala palya gate,2018,1,,MOTOR VEHICLE ACCIDENTS FATAL,13.2199,77.6714
Kannamangala palya gate,2020,5,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1937,77.6497
Kannamangala palya gate,2021,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1937,77.6497
Karihobhanahalli,2017,3,,MISSING PERSON,13.0273,77.4917
Kasturi Ba Nagar,2018,7,,ATTEMPT TO MURDER,12.9555,77.5452
Kasturi Ba Nagar,2024,3,,ATTEMPT TO MURDER,12.9485,77.5478
Kasturi Ba Nagar,2023,2,,CHEATING,12.9505,77.544
Kasturi Ba Nagar,2020,1,,CHEATING,12.9503,77.5485
Kasturi Ba Nagar,2019,2,,ROBBERY,12.9559,77.5508
Kattigenahalli kere,2024,1,,CASES OF HURT,13.1176,77.6339
Kattigenahalli kere,2023,10,,THEFT,13.1236,77.6218
Kaveri Nagar,2019,8,,CRIMES RELATED TO WOMEN,13.0005,77.5363
Kavika New Layout,2019,3,,MISSING PERSON,12.9439,77.5316
Kempapura,2023,9,,THEFT,12.9571,77.7026
Kempapura,2023,6,,THEFT,12.9492,77.703
Kempegowda Park,2022,2,,DACOITY,12.9991,77.537
Kere Angala,2018,8,,POCSO,12.9981,77.5275
Kere Angala,2019,3,,AFFRAY,12.9962,77.5356
Kere Angala,2018,2,,THEFT,12.9954,77.5262
Kitaganuru,2022,9,,CRUELTY BY HUSBAND,13.0374,77.692
Kitaganuru,2021,12,,POCSO,13.0389,77.7076
Kitaganuru,2022,9,,THEFT,13.0378,77.7124
